#{"t_start": 1720796808.747204, "env_id": "Walker2d-v4"}
r,l,t
1591.369077,459,15136.176686
3528.033087,1000,15162.905467
-66.277135,170,15167.944964
3566.62353,1000,15197.081134
3656.282323,1000,15221.414906
3573.909038,1000,15250.108907
3612.963897,1000,15277.598743
3551.700304,1000,15301.677905
3517.008526,1000,15325.395562
3621.258256,1000,15348.882891
3724.879316,1000,15372.688038
3666.067261,974,15395.607612
954.758086,298,15402.714514
1290.845699,388,15411.952668
520.54921,199,15416.627578
393.861541,150,15420.125463
1789.218437,498,15431.893848
2936.496216,796,15452.384857
2103.972711,592,15466.464122
1559.935651,462,15479.048517
3407.244594,1000,15503.389577
3684.146134,1000,15526.960434
3537.801073,1000,15551.845098
3050.751398,1000,15579.972051
2919.517446,834,15600.048241
2106.81405,630,15617.594908
3211.836313,1000,15643.645311
4.437117,97,15646.503284
358.683503,259,15654.093843
2602.421815,813,15678.766088
1632.734882,474,15693.181344
3647.627368,1000,15720.973734
2307.514058,617,15737.921587
1191.365679,381,15747.019311
3606.147724,1000,15774.170468
1205.613782,377,15783.739869
3686.32736,950,15815.472069
3486.997459,1000,15845.092645
3310.788447,855,15869.778468
3473.635939,981,15898.773755
1962.472492,616,15918.229054
3580.713073,1000,15947.824263
1340.221213,388,15958.024985
808.345352,287,15964.833506
209.394754,223,15970.167593
1568.262172,433,15981.338557
554.782775,203,15985.97313
3671.352505,972,16008.449302
1827.972627,541,16020.574774
2525.60725,749,16037.960822
652.153981,228,16044.181338
3400.767619,1000,16068.526973
3305.751211,1000,16091.158698
1652.237201,534,16103.456135
3536.843577,1000,16126.294762
3723.341102,1000,16148.756952
3406.395669,1000,16171.379299
1189.082163,364,16179.748863
3282.713506,906,16200.132792
627.180789,206,16204.73125
3342.637436,1000,16227.222048
893.440358,278,16233.43651
3457.554996,1000,16256.266805
3516.793792,1000,16280.752837
1595.942893,452,16290.88792
40.981027,151,16294.291819
3429.593217,956,16316.051503
3427.260347,1000,16339.197387
378.978804,158,16342.727341
3741.508255,1000,16365.392433
3449.694791,1000,16389.456363
1063.2264,369,16397.903801
2588.431877,775,16415.395736
22.188771,48,16416.502764
1009.795129,311,16423.649645
1836.109847,637,16438.014628
2440.036355,766,16455.464882
3555.712809,1000,16478.226662
3606.990433,1000,16505.948786
462.925478,289,16513.038952
189.056411,121,16515.827874
175.189867,113,16518.398762
3566.881744,1000,16540.933716
3505.774073,1000,16563.585197
3664.832774,1000,16586.20708
3412.011343,1000,16608.844907
3656.038902,1000,16631.560582
3430.013465,1000,16656.284897
3689.482577,1000,16682.185431
3785.908556,1000,16705.846121
3602.27844,1000,16736.591978
1753.818632,539,16750.051873
677.510865,218,16755.11381
2560.785406,673,16770.76453
1739.977366,488,16781.868647
3796.370174,1000,16804.590154
3490.490882,1000,16827.652593
3844.515681,1000,16850.529675
3583.975864,1000,16874.612405
332.70563,126,16877.496956
721.252063,251,16883.221754
1289.253928,364,16891.471085
2893.01524,775,16909.16066
3729.02528,1000,16932.484325
3793.506935,1000,16958.859751
1543.895524,445,16970.205465
845.243526,253,16975.884459
3751.801994,1000,16998.735392
3575.20456,1000,17021.389778
156.710715,227,17026.515174
-3.531702,11,17026.759549
3824.883202,1000,17049.741321
1692.534043,500,17061.35362
1455.485173,451,17072.180059
1284.436256,401,17081.423783
3770.859688,1000,17103.951037
3782.490574,1000,17126.618364
3397.576483,1000,17149.415906
3163.89107,926,17171.095499
2556.139867,699,17187.053377
3503.79565,1000,17209.708974
1314.125932,410,17218.850738
3691.315967,1000,17242.489574
3123.423328,870,17263.322262
3635.131797,1000,17286.057483
3926.516063,1000,17308.976249
3777.985052,1000,17331.488961
3532.762919,953,17352.98936
3910.730037,1000,17375.742387
2220.231556,636,17390.126839
192.009858,126,17393.294078
3704.341351,1000,17418.054434
3883.397546,1000,17443.027326
3635.324383,1000,17467.643237
2032.217635,548,17482.674175
3318.157986,876,17502.611142
3906.285876,1000,17525.109091
1965.98785,545,17537.602126
3760.11728,945,17559.314605
3473.823859,1000,17581.917414
3744.995951,1000,17605.218199
3415.156042,1000,17630.045285
1500.73428,452,17643.562282
3302.600295,1000,17669.819575
3635.230515,1000,17692.794215
3419.250649,1000,17715.408987
2587.648389,800,17733.273085
325.300845,277,17739.514592
2708.020756,707,17755.38364
784.457217,247,17761.037763
3489.466887,1000,17784.301942
2841.042736,794,17802.280076
158.959425,111,17804.8089
3782.001374,1000,17827.371241
3892.457585,1000,17852.172009
3922.111383,1000,17875.190163
3746.171828,1000,17898.414504
328.588463,134,17901.435064
67.130381,59,17902.750196
3724.873025,1000,17925.507582
209.004176,85,17927.405641
1428.021585,443,17937.285049
921.180156,314,17944.374114
2461.375131,708,17960.636724
3100.406052,848,17983.33132
101.814826,137,17986.467121
1537.998788,447,17996.475992
468.335046,178,18000.817259
3590.524812,1000,18026.156612
1326.196158,385,18034.789422
3665.748198,1000,18057.337807
3414.262514,1000,18083.82408
3402.092205,1000,18110.573366
3305.758268,887,18133.06781
940.259218,281,18139.579736
3787.915211,1000,18162.276272
999.459523,312,18169.354485
3731.496689,1000,18192.11142
3934.965425,1000,18214.709317
3547.337198,1000,18237.964428
3598.561409,1000,18260.658366
295.902047,150,18264.052982
1009.880166,351,18271.958781
2792.384527,704,18288.032463
1229.570557,423,18297.459054
2705.442139,728,18313.98421
3707.57678,1000,18337.181224
3822.820139,1000,18359.83848
126.278405,94,18361.934832
3851.30834,1000,18385.687401
1470.69529,420,18395.126188
3872.700413,1000,18417.604522
3575.15227,1000,18440.39668
3878.366726,1000,18463.694964
3900.491997,1000,18486.113026
3643.807993,1000,18508.761477
112.327833,84,18510.653248
143.250742,85,18512.555865
1185.14989,341,18520.321662
109.529719,83,18522.222422
370.965786,138,18525.467371
3720.086056,1000,18549.544196
3735.801471,1000,18579.603218
1761.195939,518,18591.458655
3887.202019,1000,18615.914851
2065.033269,593,18629.443567
3694.098235,1000,18651.942987
1025.797023,293,18658.881401
3207.487799,794,18678.452475
2990.607085,763,18695.5389
321.592806,377,18704.146558
2500.473324,680,18719.385056
3523.609722,1000,18743.249793
3716.480791,1000,18765.979544
2094.789346,566,18778.669558
1592.939155,431,18788.863276
3729.947632,1000,18813.791912
2867.861593,773,18831.283578
1620.945808,476,18841.92561
3935.428769,1000,18868.057606
3797.250882,1000,18892.25122
1590.38238,408,18901.895839
1717.678822,449,18912.108689
1537.409927,432,18921.955403
2356.360256,626,18936.255821
864.428119,254,18942.095792
1093.07273,352,18950.012436
4038.757318,1000,18972.737325
133.671536,172,18976.610711
3359.301837,966,18998.369819
3644.179679,997,19020.79232
1238.641576,372,19029.189497
3673.791748,1000,19052.120439
2316.939293,615,19066.134597
2122.859538,639,19081.473032
3374.564181,1000,19104.145976
3636.951446,1000,19126.721737
2174.222179,622,19140.6597
2008.673795,509,19154.519489
3930.812946,1000,19178.440533
3197.180906,920,19199.284168
2379.744198,658,19214.612582
3927.22606,1000,19237.148757
196.270939,87,19239.115814
17.442849,115,19241.725048
3412.029429,927,19263.396911
2851.989866,800,19283.584102
2989.181128,849,19302.880667
3866.883151,1000,19325.260571
386.247218,166,19329.040292
2781.580583,690,19344.884245
1089.261015,345,19352.569595
4039.991099,1000,19375.782055
3688.522156,1000,19399.118682
3634.86165,1000,19421.981399
788.491752,266,19427.948845
1980.191915,592,19441.153441
3742.814757,1000,19465.93423
3786.793135,1000,19496.115561
38.768873,59,19497.770481
25.203778,46,19498.989425
4004.430614,1000,19523.529073
3691.162959,1000,19546.132839
477.560562,182,19550.20093
3600.827832,871,19574.446112
3569.54926,1000,19601.899242
2766.457642,690,19618.700932
3452.968288,1000,19641.375079
232.385089,118,19644.59955
3907.634973,1000,19670.020645
2374.669495,631,19684.159689
2550.503634,701,19701.289048
3518.554944,1000,19725.306444
3368.168982,1000,19747.900885
291.631631,179,19751.920495
3814.55582,1000,19776.208142
3685.984592,1000,19798.592091
565.037625,245,19804.033976
3878.638936,1000,19826.590616
210.90092,112,19829.065524
68.586395,69,19830.595829
3183.083276,779,19848.284555
3480.979557,1000,19871.999778
890.586139,294,19879.283895
3993.665352,1000,19903.29947
2699.466594,697,19919.862812
3871.77109,1000,19943.195677
4255.326868,1000,19970.207495
49.2089,53,19971.386644
3579.477798,1000,19994.396041
1472.632274,423,20004.025755
820.842826,261,20009.832815
948.069231,299,20016.578481
980.334602,287,20023.072165
3882.423219,1000,20045.380451
3744.34282,1000,20069.068666
1491.509077,442,20079.179903
3985.578424,1000,20102.150337
356.354551,177,20106.292538
1562.140177,434,20116.128082
3128.111617,806,20134.193695
4115.832282,1000,20157.201878
1651.184713,458,20167.845092
1831.873204,486,20178.984112
1177.264605,349,20186.81296
2471.490967,676,20203.364075
3946.224209,1000,20227.198668
3740.170539,1000,20249.988936
3568.103161,1000,20272.553453
3570.479845,1000,20295.198359
2223.346081,574,20309.972621
2933.764569,845,20330.382712
3433.183887,1000,20352.907582
410.82684,151,20356.307177
3752.202715,1000,20379.97268
1381.367487,374,20389.790901
3573.035483,1000,20415.31995
3480.591875,1000,20438.480838
4025.025289,1000,20461.237784
4188.510719,1000,20484.00646
1974.082066,515,20495.587501
3751.858873,1000,20517.965625
2421.61198,625,20532.089407
473.717422,205,20536.728498
821.905526,250,20542.626255
325.27358,116,20545.816351
796.365223,254,20551.780225
2927.380025,704,20568.099649
749.08677,250,20575.284801
1310.746098,391,20587.32523
3404.214069,885,20620.153235
3994.228594,1000,20651.915511
50.131342,67,20653.912671
168.939423,105,20656.958625
501.373333,181,20662.291814
1284.916658,384,20676.763498
770.540318,294,20684.762935
